priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
2474,txn_004420,cust_00264,1952.73,upi,failed,insufficient_funds,37,29,8,0.7838,3,10.43,0,57676.77,0,7.5774956449590425,0.07103738712799954,138.71683696645854,1952.73,138.71683696645854
2475,txn_002747,cust_00958,235.0,netbanking,failed,network_error,17,15,2,0.8824,0,9.59,0,145093.53,0,5.4638318050256105,0.5893974207413315,138.5083938742129,235.0,138.5083938742129
2476,txn_009688,cust_00557,2229.84,wallet,failed,insufficient_funds,24,18,6,0.75,3,11.81,0,15803.84,0,7.710133475141806,0.06171111547145612,137.60591372287172,2229.84,137.60591372287172
2477,txn_005615,cust_00902,390.78,card,failed,insufficient_funds,31,16,15,0.5161,1,3.98,0,70201.88,0,5.970700457755254,0.3518079086388999,137.4794945379093,390.78,137.4794945379093
2478,txn_009597,cust_00494,485.57,netbanking,failed,technical_error,30,22,8,0.7333,1,9.61,0,135280.2,1,6.187380776167708,0.2822087928269525,137.03212353298332,485.57,137.03212353298332
2479,txn_007735,cust_01635,1725.48,upi,failed,bank_decline,1,1,0,1.0,3,8.27,0,142369.43,0,7.453839932633208,0.0791588476568885,136.58700845500798,1725.48,136.58700845500798
2480,txn_008286,cust_01493,972.44,netbanking,failed,authentication_failed,37,26,11,0.7027,1,12.44,0,25865.33,0,6.880836189630873,0.14003453913360725,136.17518723508505,972.44,136.17518723508505
2481,txn_004342,cust_00356,1005.05,netbanking,failed,network_error,9,8,1,0.8889,3,10.1,0,96042.58,0,6.9137870512138555,0.13548688613673385,136.17109491172434,1005.05,136.17109491172434
2482,txn_003799,cust_01842,168.3,wallet,abandoned,none,38,33,5,0.8684,0,2.38,1,46611.15,1,5.13167228913909,0.8063017447457209,135.70058364070485,168.3,135.70058364070485
2483,txn_004706,cust_00182,353.69,card,failed,technical_error,2,2,0,1.0,2,8.83,0,27724.74,1,5.871244168543131,0.38334695682191255,135.58598515834225,353.69,135.58598515834225
2484,txn_003368,cust_00113,276.1,upi,failed,authentication_failed,36,22,14,0.6111,1,1.9,0,15588.4,1,5.624378451868933,0.49061635791677666,135.45917642082205,276.1,135.45917642082205
2485,txn_001100,cust_02359,428.59,upi,failed,network_error,18,14,4,0.7778,1,11.8,0,91202.36,1,6.062831265456319,0.315868115128703,135.37791546301082,428.59,135.37791546301082
2486,txn_004802,cust_02391,707.63,netbanking,failed,network_error,29,20,9,0.6897,3,5.85,0,46872.36,1,6.563333528537727,0.19051316039690447,134.8128276916615,707.63,134.8128276916615
2487,txn_005030,cust_02440,1256.32,card,failed,insufficient_funds,11,9,2,0.8182,3,7.44,0,94745.47,0,7.13673775057514,0.10720460319745588,134.68328708902777,1256.32,134.68328708902777
2488,txn_001319,cust_00304,734.35,netbanking,failed,insufficient_funds,39,26,13,0.6667,3,1.5,0,121023.67,0,6.600346576346323,0.18312452313438518,134.47749356373575,734.35,134.47749356373575
2489,txn_006750,cust_00722,377.58,wallet,failed,authentication_failed,22,15,7,0.6818,1,4.5,0,122164.53,0,5.936427411178073,0.35602687329389654,134.42862681830945,377.58,134.42862681830945
2490,txn_002389,cust_01126,249.95,wallet,failed,technical_error,6,5,1,0.8333,0,10.1,0,138411.69,0,5.525253716100942,0.5346780474520051,133.64277796062868,249.95,133.64277796062868
2491,txn_003429,cust_00308,1290.73,wallet,failed,authentication_failed,22,18,4,0.8182,3,8.53,0,2885.17,0,7.16373768417536,0.1034650517373452,133.54544622894358,1290.73,133.54544622894358
2492,txn_001782,cust_00798,906.44,netbanking,failed,technical_error,7,5,2,0.7143,3,5.31,0,115953.7,0,6.810627448250787,0.14682511153994576,133.08815410426845,906.44,133.08815410426845
2493,txn_003375,cust_01201,1945.47,card,failed,bank_decline,18,12,6,0.6667,1,12.28,0,134997.44,0,7.573772754653292,0.06830930846320742,132.89371033591613,1945.47,132.89371033591613
2494,txn_001325,cust_02285,1752.0,card,failed,insufficient_funds,17,13,4,0.7647,3,9.66,0,37990.38,0,7.469083884921234,0.07583820500145301,132.86853516254567,1752.0,132.86853516254567
2495,txn_009013,cust_00461,575.89,netbanking,failed,technical_error,3,2,1,0.6667,1,11.94,0,19810.69,0,6.357651607085914,0.22968700098066513,132.27444699475524,575.89,132.27444699475524
2496,txn_008807,cust_00275,858.82,netbanking,failed,bank_decline,26,18,8,0.6923,2,4.36,0,89192.02,0,6.7567230650151835,0.15344630557208125,131.78275615141482,858.82,131.78275615141482
2497,txn_000521,cust_01090,900.23,netbanking,failed,authentication_failed,30,26,4,0.8667,2,8.85,0,101351.48,0,6.803760496952094,0.14634920435334697,131.74794423501353,900.23,131.74794423501353
2498,txn_006489,cust_01774,1191.47,wallet,failed,technical_error,20,17,3,0.85,3,10.34,0,107198.33,0,7.083782065213343,0.11049969773507454,131.65707486040927,1191.47,131.65707486040927
2499,txn_007459,cust_00950,200.28,upi,abandoned,none,20,17,3,0.85,0,5.91,1,89464.97,1,5.304696973512076,0.6572106484850386,131.62614867858355,200.28,131.62614867858355
2500,txn_005559,cust_01425,506.66,netbanking,failed,network_error,31,23,8,0.7419,3,5.14,0,11553.42,0,6.2298119321644645,0.25886729016711546,131.15770123607072,506.66,131.15770123607072
2501,txn_003477,cust_01829,1196.37,upi,failed,insufficient_funds,11,7,4,0.6364,3,5.28,0,73946.99,0,7.087882763893105,0.10960411709559414,131.12707756965597,1196.37,131.12707756965597
2502,txn_006959,cust_01725,810.47,netbanking,failed,bank_decline,23,20,3,0.8696,2,5.92,0,131806.14,0,6.698847417694582,0.1615516839741327,130.93279331051534,810.47,130.93279331051534
2503,txn_000375,cust_01594,582.2,wallet,failed,technical_error,2,2,0,1.0,3,9.28,0,48512.76,0,6.3685301806944485,0.22486856862805135,130.9184806552515,582.2,130.9184806552515
2504,txn_007754,cust_00685,1736.64,upi,failed,network_error,37,32,5,0.8649,3,13.75,0,96805.78,0,7.460283149732481,0.07522741263481258,130.64293387812094,1736.64,130.64293387812094
2505,txn_002221,cust_02274,1699.15,netbanking,failed,bank_decline,29,23,6,0.7931,1,13.36,0,144942.26,0,7.43847176144592,0.07685866940273106,130.59440811565048,1699.15,130.59440811565048
2506,txn_000530,cust_01812,703.93,netbanking,failed,authentication_failed,38,32,6,0.8421,1,12.35,0,44813.62,1,6.558098507102471,0.18534116466326866,130.4672060414147,703.93,130.4672060414147
2507,txn_005575,cust_02011,4376.75,card,failed,authentication_failed,4,3,1,0.75,3,13.46,0,2931.82,0,8.38429017275201,0.029779152407995526,130.33590530169442,4376.75,130.33590530169442
2508,txn_001257,cust_01778,210.24,wallet,failed,insufficient_funds,30,25,5,0.8333,0,7.79,0,46019.62,0,5.352994927838733,0.6195359395516,130.25123593132838,210.24,130.25123593132838
2509,txn_005307,cust_02163,278.81,netbanking,failed,authentication_failed,23,22,1,0.9565,1,5.96,0,73542.37,0,5.634110801406882,0.46674911804099034,130.1343216010085,278.81,130.1343216010085
2510,txn_008692,cust_00023,321.59,card,failed,network_error,24,15,9,0.625,0,11.4,0,87025.47,1,5.776382167070545,0.4046404822091014,130.12833267362493,321.59,130.12833267362493
2511,txn_001688,cust_02384,621.99,netbanking,failed,technical_error,36,31,5,0.8611,2,10.62,0,67281.89,0,6.4345304672942625,0.2086763979183316,129.79463274122307,621.99,129.79463274122307
2512,txn_001849,cust_02125,345.28,wallet,failed,authentication_failed,2,2,0,1.0,3,0.28,0,127588.5,1,5.847247696347573,0.37499037969819576,129.47667830219302,345.28,129.47667830219302
2513,txn_003855,cust_00842,2605.99,upi,failed,insufficient_funds,5,2,3,0.4,3,5.64,0,86514.34,0,7.865951578099525,0.04968164726802709,129.4698759640059,2605.99,129.4698759640059
2514,txn_009858,cust_01561,728.16,upi,failed,bank_decline,16,12,4,0.75,2,6.07,0,15114.07,1,6.591893186664721,0.17775732079189444,129.43577070782584,728.16,129.43577070782584
2515,txn_003466,cust_01009,289.02,wallet,failed,technical_error,4,4,0,1.0,3,1.94,0,136282.61,0,5.669949886119749,0.44667016129052944,129.0966100161888,289.02,129.0966100161888
2516,txn_009030,cust_00947,918.17,wallet,failed,authentication_failed,9,7,2,0.7778,1,13.93,0,49866.91,0,6.823471088926227,0.1405670667954365,129.06446371956594,918.17,129.06446371956594
2517,txn_006944,cust_01644,1042.43,upi,failed,insufficient_funds,6,4,2,0.6667,3,4.12,0,123427.61,0,6.950268642331369,0.12373067205960563,128.9805644750947,1042.43,128.9805644750947
2518,txn_005230,cust_01823,268.97,card,failed,bank_decline,12,10,2,0.8333,0,5.66,0,117062.24,1,5.598310841713967,0.47946125433677905,128.9606935789635,268.97,128.9606935789635
2519,txn_007503,cust_02339,452.28,upi,failed,network_error,17,14,3,0.8235,3,5.09,0,72004.37,0,6.1165100360822064,0.28357453072643857,128.25508875695363,452.28,128.25508875695363
2520,txn_006679,cust_02485,3346.73,wallet,failed,insufficient_funds,35,27,8,0.7714,3,13.02,0,123038.41,0,8.116037783196079,0.038243566206817174,127.99089033134125,3346.73,127.99089033134125
2521,txn_002400,cust_00546,405.88,netbanking,failed,bank_decline,32,28,4,0.875,1,7.69,0,18301.95,0,6.008518301673809,0.3127925502213088,126.95624028382481,405.88,126.95624028382481
2522,txn_000644,cust_00714,254.49,netbanking,failed,bank_decline,25,22,3,0.88,1,2.82,0,43337.9,1,5.543183269934562,0.49822958407675233,126.79444685169271,254.49,126.79444685169271
2523,txn_001714,cust_02352,985.16,wallet,failed,authentication_failed,30,17,13,0.5667,3,2.03,0,95125.12,0,6.893818613243264,0.1286869060621107,126.77719237614897,985.16,126.77719237614897
2524,txn_009002,cust_01988,1166.59,upi,failed,insufficient_funds,12,9,3,0.75,3,7.17,0,76080.12,0,7.0626970743663735,0.10842057575738981,126.48235947281337,1166.59,126.48235947281337
2525,txn_003093,cust_00845,392.15,wallet,failed,technical_error,16,12,4,0.75,0,13.96,0,144117.49,1,5.974191218437525,0.3221099106096023,126.31540144555554,392.15,126.31540144555554
2526,txn_007974,cust_00305,178.52,upi,abandoned,none,37,33,4,0.8919,0,4.64,1,117612.67,1,5.190286622334331,0.7071877846771679,126.24716332056802,178.52,126.24716332056802
2527,txn_007085,cust_00527,960.47,netbanking,failed,bank_decline,30,21,9,0.7,0,13.3,0,144471.1,0,6.8684633632940155,0.13101704608539952,125.83794225364367,960.47,125.83794225364367
2528,txn_006669,cust_01706,2230.05,upi,failed,authentication_failed,29,20,9,0.6897,2,13.73,0,26758.97,0,7.710227605656074,0.05639552870503799,125.76484878866997,2230.05,125.76484878866997
2529,txn_000121,cust_00356,1000.37,wallet,failed,network_error,9,8,1,0.8889,3,11.63,0,96042.58,0,6.909124341388375,0.12568377750497456,125.7302805026514,1000.37,125.7302805026514
2530,txn_001036,cust_00605,660.09,wallet,failed,insufficient_funds,30,21,9,0.7,3,3.75,0,60410.8,0,6.493889987920485,0.19015318403767684,125.5182152514301,660.09,125.5182152514301
2531,txn_000997,cust_00035,432.66,netbanking,failed,authentication_failed,25,13,12,0.52,1,4.47,0,41222.23,0,6.072260816936072,0.28932947295669514,125.18128976944372,432.66,125.18128976944372
2532,txn_002543,cust_00270,703.88,netbanking,failed,insufficient_funds,18,14,4,0.7778,2,8.59,0,65939.56,0,6.558027575558475,0.1777790510400304,125.1351184460566,703.88,125.1351184460566
2533,txn_008665,cust_00981,1347.84,upi,failed,bank_decline,20,17,3,0.85,3,5.54,0,115904.97,0,7.207000242798371,0.09255545751642456,124.74994785893767,1347.84,124.74994785893767
2534,txn_002694,cust_00544,1205.07,wallet,failed,network_error,8,6,2,0.75,3,11.9,0,21826.77,0,7.095122418720439,0.10349739276972626,124.72160310501403,1205.07,124.72160310501403
2535,txn_002900,cust_02319,507.54,card,failed,bank_decline,16,15,1,0.9375,1,10.31,0,41141.83,0,6.231543875128394,0.24432206227797454,124.0032194885632,507.54,124.0032194885632
2536,txn_006238,cust_01109,171.61,upi,failed,network_error,34,19,15,0.5588,0,3.97,0,33935.37,0,5.151034714398598,0.720965255455735,123.72484748875868,171.61,123.72484748875868
2537,txn_009261,cust_00243,275.41,netbanking,failed,authentication_failed,29,25,4,0.8621,1,4.72,0,92285.2,0,5.621885270689127,0.44876480210518466,123.59431414778892,275.41,123.59431414778892
2538,txn_009816,cust_00993,359.94,upi,failed,authentication_failed,31,20,11,0.6452,2,1.37,0,32884.03,1,5.888711739533152,0.3428436323299102,123.40313702082788,359.94,123.40313702082788
2539,txn_001085,cust_01999,959.02,wallet,failed,authentication_failed,17,14,3,0.8235,2,11.44,0,22817.83,0,6.866954117578205,0.1284176138433922,123.15506002808999,959.02,123.15506002808999
2540,txn_004930,cust_01607,739.43,wallet,failed,bank_decline,2,2,0,1.0,1,13.73,0,105814.48,0,6.607231098517058,0.16647763817122835,123.09855999295137,739.43,123.09855999295137
2541,txn_008931,cust_00269,605.79,upi,failed,authentication_failed,15,14,1,0.9333,2,8.89,0,73746.19,0,6.408182767444053,0.20302965331205264,122.99333367990836,605.79,122.99333367990836
2542,txn_009242,cust_02215,1474.05,wallet,failed,technical_error,35,28,7,0.8,3,12.2,0,61888.36,1,7.29644716650447,0.08333508195525817,122.8400775561483,1474.05,122.8400775561483
2543,txn_009057,cust_02361,305.07,upi,failed,network_error,29,27,2,0.931,3,2.94,0,117365.13,0,5.723813833961155,0.4025883449968925,122.81762640820199,305.07,122.81762640820199
2544,txn_007867,cust_01454,1232.1,wallet,failed,bank_decline,1,1,0,1.0,3,7.44,0,148045.5,1,7.117286602876485,0.09952536598023894,122.62520342425239,1232.1,122.62520342425239
2545,txn_006043,cust_00218,1124.25,upi,failed,authentication_failed,14,12,2,0.8571,2,11.8,0,65053.33,0,7.025760512173042,0.10891691792593583,122.44984497823336,1124.25,122.44984497823336
2546,txn_009923,cust_00766,261.85,wallet,failed,technical_error,24,21,3,0.875,1,10.0,0,34456.28,0,5.5715835272654575,0.4673117798252168,122.36558954723303,261.85,122.36558954723303
2547,txn_005228,cust_01898,1702.46,wallet,failed,bank_decline,6,6,0,1.0,3,10.93,0,56520.7,0,7.4404167557569485,0.07145081554615461,121.64215543470638,1702.46,121.64215543470638
2548,txn_000494,cust_00066,1932.81,card,failed,bank_decline,12,11,1,0.9167,3,9.12,0,76644.57,0,7.567247429201657,0.06256949754092016,120.93495054206589,1932.81,120.93495054206589
2549,txn_008197,cust_02150,885.53,card,failed,network_error,24,17,7,0.7083,3,8.28,0,58825.87,0,6.787314965889217,0.1365200952019849,120.8926399042137,885.53,120.8926399042137
2550,txn_008246,cust_00199,847.02,upi,failed,bank_decline,39,33,6,0.8462,1,12.56,0,65750.0,0,6.742904220419444,0.14256678955461785,120.75692208855241,847.02,120.75692208855241
2551,txn_001395,cust_02174,909.46,upi,failed,bank_decline,31,27,4,0.871,1,13.24,0,72374.15,0,6.8139499662970815,0.13269618477831918,120.68187220849016,909.46,120.68187220849016
2552,txn_009990,cust_00241,622.98,upi,failed,bank_decline,30,23,7,0.7667,0,13.16,0,100469.08,0,6.436118316573723,0.1934670613019705,120.52610984990159,622.98,120.52610984990159
2553,txn_006015,cust_00557,604.55,netbanking,failed,authentication_failed,24,18,6,0.75,2,6.77,0,15803.84,1,6.406137135967059,0.19917270024560998,120.40985593348351,604.55,120.40985593348351
2554,txn_001877,cust_00162,603.18,upi,failed,bank_decline,4,3,1,0.75,3,0.99,0,14752.47,1,6.403872166782722,0.19954372854168345,120.36078618177261,603.18,120.36078618177261
2555,txn_000584,cust_01558,341.56,netbanking,failed,bank_decline,12,9,3,0.75,2,0.73,0,5631.23,0,5.836446824841373,0.3511648163601426,119.9438546759703,341.56,119.9438546759703
2556,txn_001938,cust_01940,1419.51,wallet,failed,insufficient_funds,6,5,1,0.8333,3,9.67,0,118975.71,0,7.258771241044191,0.08436504975249455,119.75703177416354,1419.51,119.75703177416354
2557,txn_002147,cust_01202,651.12,upi,failed,insufficient_funds,37,31,6,0.8378,2,9.34,0,99058.28,0,6.480228594071454,0.18366955942856833,119.5909235351294,651.12,119.5909235351294
2558,txn_000273,cust_01661,1387.34,card,failed,network_error,11,8,3,0.7273,3,9.88,0,133301.76,1,7.235864067842073,0.0861925207414183,119.57833172539925,1387.34,119.57833172539925
2559,txn_008539,cust_01473,1482.01,wallet,failed,bank_decline,5,3,2,0.6,1,12.71,0,47215.25,1,7.301829085203532,0.08027167674053408,118.96342764623891,1482.01,118.96342764623891
2560,txn_009038,cust_01214,666.29,netbanking,failed,bank_decline,28,18,10,0.6429,1,8.18,0,35589.46,0,6.503224734033749,0.17797571914772706,118.58344191093906,666.29,118.58344191093906
2561,txn_003452,cust_00704,271.86,wallet,failed,technical_error,6,5,1,0.8333,2,5.05,0,76177.8,1,5.608958843134728,0.43592723636306535,118.51117847766295,271.86,118.51117847766295
2562,txn_005610,cust_02430,693.99,card,failed,technical_error,26,20,6,0.7692,3,7.5,0,11636.32,1,6.5438974569720685,0.17041032230983566,118.26305957980286,693.99,118.26305957980286
2563,txn_004810,cust_01708,582.69,upi,failed,authentication_failed,13,11,2,0.8462,1,12.92,0,19801.71,0,6.369370019974588,0.20275555823970917,118.14363623069615,582.69,118.14363623069615
2564,txn_008588,cust_00960,3057.69,card,failed,authentication_failed,4,2,2,0.5,2,11.05,0,87944.97,0,8.025741998708337,0.03844801570196959,117.5621131317554,3057.69,117.5621131317554
2565,txn_009438,cust_01252,769.0,netbanking,failed,bank_decline,32,24,8,0.75,2,5.49,0,89477.15,0,6.646390514847729,0.15248841674545108,117.26359247725188,769.0,117.26359247725188
2566,txn_008512,cust_00318,764.95,upi,failed,bank_decline,38,32,6,0.8421,3,3.85,0,40990.94,0,6.6411168934587055,0.1529237560245858,116.97902717100692,764.95,116.97902717100692
2567,txn_001483,cust_02477,186.81,wallet,failed,network_error,19,15,4,0.7895,2,0.17,0,123093.36,1,5.2354308134928464,0.6246874102811271,116.69785511461735,186.81,116.69785511461735
2568,txn_008573,cust_01316,371.84,wallet,failed,authentication_failed,26,20,6,0.7692,1,7.66,0,94834.29,0,5.921149373192956,0.31319633657572854,116.4589257923189,371.84,116.4589257923189
2569,txn_008268,cust_01761,1112.44,card,failed,technical_error,23,20,3,0.8696,3,11.3,0,52293.1,0,7.01520960109654,0.10466602497884663,116.43467282746815,1112.44,116.43467282746815
2570,txn_005299,cust_01112,219.19,netbanking,failed,technical_error,12,10,2,0.8333,1,5.99,0,94272.98,0,5.394490809996694,0.5286553195313352,115.87595948807335,219.19,115.87595948807335
2571,txn_004238,cust_02027,1053.54,card,failed,authentication_failed,21,16,5,0.7619,3,5.17,0,89935.17,0,6.9608599318689155,0.10997150198220695,115.85937619833432,1053.54,115.85937619833432
2572,txn_008628,cust_01701,1240.84,upi,failed,authentication_failed,16,10,6,0.625,2,9.1,0,71963.08,0,7.124349429718188,0.0931214751619867,115.54885123999956,1240.84,115.54885123999956
2573,txn_006694,cust_00523,1064.13,netbanking,failed,bank_decline,17,15,2,0.8824,3,4.33,0,137193.29,0,6.970852136421811,0.10852644069909174,115.48624134112451,1064.13,115.48624134112451
2574,txn_005900,cust_01552,515.99,upi,failed,technical_error,20,15,5,0.75,3,3.83,0,124131.62,0,6.2480235319615955,0.22319596412344966,115.1668855280588,515.99,115.1668855280588
2575,txn_007990,cust_02025,394.79,wallet,failed,bank_decline,1,1,0,1.0,1,10.88,0,50253.86,1,5.980883767563795,0.29144107416944415,115.05802167135487,394.79,115.05802167135487
2576,txn_004156,cust_00026,3399.82,netbanking,failed,authentication_failed,6,5,1,0.8333,3,12.03,0,128442.34,0,8.13177185799647,0.03381183951348036,114.9541682147208,3399.82,114.9541682147208
2577,txn_003926,cust_01131,923.14,wallet,failed,insufficient_funds,5,3,2,0.6,2,9.64,0,29036.33,0,6.828863575315938,0.12415849160041291,114.61566993600518,923.14,114.61566993600518
